Account Name,Domain,From,To,Role,static/dynamic link,no-follow,Phone,Email,Primary Contact,Project
Stowarzyszenie Amicus,http://www.amicus.tychowo.pl,"http://www.amicus.tychowo.pl/art,10,podaruj-1-swego-podatku-za-rok-rozliczeniowy-2019",https://www.pitax.pl/,SEO,static,,94 311 52 54,amicus1@o2.pl,Jarzębska Zofia,OPP
Stowarzyszenie Bank Życzliwych Serc,http://www.bankserc.pl,http://bankserc.pl/,http://www.pitax.pl/krs/0000359488/,LP,static,,601295062,bank_serc@poczta.fm,Elżbieta Brzozowska,OPP
Stowarzyszenie Bank Życzliwych Serc,http://www.bankserc.pl,http://bankserc.pl/,http://www.iwop.pl/,SEO2,static,,601295062,bank_serc@poczta.fm,Elżbieta Brzozowska,OPP
Stowarzyszenie Bank Życzliwych Serc,http://www.bankserc.pl,http://bankserc.pl/,http://www.pitax.pl/,SEO,static,,601295062,bank_serc@poczta.fm,Elżbieta Brzozowska,OPP
Stowarzyszenie Beagle w Potrzebie,http://beaglewpotrzebie.pl/,http://beaglewpotrzebie.pl/,https://www.pitax.pl/krs/0000451372/,LP,static,,501 409 850,biuro.bwp@gmail.com,Barbara Szulik,OPP
Stowarzyszenie Beagle w Potrzebie,http://beaglewpotrzebie.pl/,http://beaglewpotrzebie.pl/,https://www.iwop.pl/,SEO2,static,,501 409 850,biuro.bwp@gmail.com,Barbara Szulik,OPP
Stowarzyszenie Beagle w Potrzebie,http://beaglewpotrzebie.pl/,http://beaglewpotrzebie.pl/,https://www.pitax.pl/,SEO,static,,501 409 850,biuro.bwp@gmail.com,Barbara Szulik,OPP
Stowarzyszenie Betlejem,http://betlejem.org/,http://betlejem.org/przekaz-1/,https://www.iwop.pl/,SEO2,static,,506 307 862,dom@betlejem.org,,OPP
Stowarzyszenie Betlejem,http://betlejem.org/,http://betlejem.org/przekaz-1/,https://www.pitax.pl/,SEO,static,,507 307 862,dom@betlejem.org,,OPP
Stowarzyszenie Betlejem,http://betlejem.org/,http://betlejem.org/przekaz-1/,https://www.pitax.pl/pobierz/0000486210/,WIN,static,,508 307 862,dom@betlejem.org,,OPP
Stowarzyszenie Debra Polska Kruchy Dotyk,http://www.debra-kd.pl,http://www.debra-kd.pl/index.php/wesprzyj-nas/przekaz-nam-swoj-1,https://www.pitax.pl/krs/0000221607/,LP,static,,501 239 031,sekretariat@debra-kd.pl,,OPP
Stowarzyszenie Debra Polska Kruchy Dotyk,http://www.debra-kd.pl,http://www.debra-kd.pl/index.php/wesprzyj-nas/przekaz-nam-swoj-2,https://www.iwop.pl/%E2%80%8B,SEO2,static,,501 239 031,sekretariat@debra-kd.pl,,OPP
Stowarzyszenie Debra Polska Kruchy Dotyk,http://www.debra-kd.pl,http://www.debra-kd.pl/index.php/wesprzyj-nas/przekaz-nam-swoj-3,https://www.pitax.pl/,SEO,static,,501 239 031,sekretariat@debra-kd.pl,,OPP
Stowarzyszenie Edukacyjne Chrześcijan Arka,http://www.arka.edu.pl,http://arka.edu.pl/,https://www.pitax.pl/krs/formularze/0000033258/,OTH,static,,717879750,sekretariat@arka.fonet.pl,Adam Ciesielczuk,OPP
Stowarzyszenie Edukacyjne Chrześcijan Arka,http://www.arka.edu.pl,http://arka.edu.pl/,https://www.pitax.pl/,SEO,static,,717879750,sekretariat@arka.fonet.pl,Adam Ciesielczuk,OPP
Stowarzyszenie Edukacyjne Chrześcijan Arka,http://www.arka.edu.pl,http://arka.edu.pl/,https://www.iwop.pl/,SEO2,static,,717879750,sekretariat@arka.fonet.pl,Adam Ciesielczuk,OPP
Stowarzyszenie Fiore,http://www.profiore.fimeo.pl,http://www.profiore.fimeo.pl/,https://www.iwop.pl/,SEO2,dynamic,,516120094,otrebski@kul.pl,,OPP
Stowarzyszenie Fiore,http://www.profiore.fimeo.pl,http://www.profiore.fimeo.pl/,https://www.pitax.pl/,SEO,dynamic,,516120094,otrebski@kul.pl,,OPP
Stowarzyszenie Fiore,http://www.profiore.fimeo.pl,http://www.profiore.fimeo.pl/,https://www.pitax.pl/krs/0000289594/,LP,static,,516120094,otrebski@kul.pl,,OPP
"Stowarzyszenie ""Hospicjum im. Piotra Króla""",http://hospicjumpk.pl,http://hospicjumpk.pl/1procent/,https://www.pitax.pl/pobierz/0000423218/,WIN,static,,606 936 179,stowarzyszenie@hospicjumpk.pl,,OPP
"Stowarzyszenie ""Hospicjum im. Piotra Króla""",http://hospicjumpk.pl,http://hospicjumpk.pl/1procent/,https://www.pitax.pl/,SEO,static,,606 936 179,stowarzyszenie@hospicjumpk.pl,,OPP
"Stowarzyszenie ""Hospicjum im. Piotra Króla""",http://hospicjumpk.pl,http://hospicjumpk.pl/1procent/,https://www.pitax.pl/rozlicz/0000423218/,ONL,static,,606 936 179,stowarzyszenie@hospicjumpk.pl,,OPP
Stowarzyszenie im. Kazimierza Wielkiego,http://fkw.edu.pl/,http://fkw.edu.pl/1-na-opp/,https://www.pitax.pl/rozlicz/0000320750,ONL,static,,691018871,fundacja.fkw@gmail.com,Karol Wołek,OPP
Stowarzyszenie im. Kazimierza Wielkiego,http://fkw.edu.pl/,http://fkw.edu.pl/1-na-opp/,https://www.pitax.pl/,SEO,static,,691018871,fundacja.fkw@gmail.com,Karol Wołek,OPP
Stowarzyszenie im. Kazimierza Wielkiego,http://fkw.edu.pl/,http://fkw.edu.pl/1-na-opp/,https://www.pitax.pl/pobierz/0000320750/,WIN,static,,691018871,fundacja.fkw@gmail.com,Karol Wołek,OPP
Stowarzyszenie Inicjatyw Lokalnych na rzecz Dzieci Niepełnosprawnych Spróbujmy Razem,http://sprobujmyrazem.eu,http://sprobujmyrazem.eu/,https://www.pitax.pl/krs/0000177517,LP,static,,500092455,specjalista1@wp.pl,,OPP
Stowarzyszenie Inicjatyw Lokalnych na rzecz Dzieci Niepełnosprawnych Spróbujmy Razem,http://sprobujmyrazem.eu,http://sprobujmyrazem.eu/,https://www.iwop.pl/,SEO2,static,,500092455,specjalista1@wp.pl,,OPP
Stowarzyszenie Inicjatyw Lokalnych na rzecz Dzieci Niepełnosprawnych Spróbujmy Razem,http://sprobujmyrazem.eu,http://sprobujmyrazem.eu/,https://www.pitax.pl/,SEO,static,,500092455,specjalista1@wp.pl,,OPP
Stowarzyszenie Katolicki Ruch Antynarkotyczny Karan,http://www.karan.pl,http://www.karan.pl/index/,https://www.pitax.pl/pobierz/0000011861/,WIN,static,,48 360 24 63,karan@karan.pl,Bożena Bereda,OPP
Stowarzyszenie Katolicki Ruch Antynarkotyczny Karan,http://www.karan.pl,http://www.karan.pl/index/,https://www.iwop.pl/,SEO2,static,,49 360 24 63,karan@karan.pl,Bożena Bereda,OPP
Stowarzyszenie Katolicki Ruch Antynarkotyczny Karan,http://www.karan.pl,http://www.karan.pl/index/,https://www.pitax.pl/,SEO,static,,50 360 24 63,karan@karan.pl,Bożena Bereda,OPP
Stowarzyszenie Kontakt Miast Białystok - Eindhoven,http://www.skmbe.org.pl,http://www.skmbe.org.pl,http://www.pitax.pl/krs/0000095021/,LP,static,,51 360 24 63,biuro@skmbe.org.pl,Beata Falkowska,OPP
Stowarzyszenie Kontakt Miast Białystok - Eindhoven,http://www.skmbe.org.pl,http://www.skmbe.org.pl,https://www.iwop.pl/,SEO2,static,,52 360 24 63,biuro@skmbe.org.pl,Beata Falkowska,OPP
Stowarzyszenie Kontakt Miast Białystok - Eindhoven,http://www.skmbe.org.pl,http://www.skmbe.org.pl,https://www.pitax.pl/,SEO,static,,53 360 24 63,biuro@skmbe.org.pl,Beata Falkowska,OPP
Stowarzyszenie Łódzkiej Opieki Paliatywnej i Długoterminowej Żyć Godnie,http://slopidzycgodnie.republika.pl/,http://slopidzycgodnie.republika.pl/,https://www.pitax.pl/krs/0000298785/,LP,static,,501 784 469,slopid@vp.pl,Ewa Gawęda,OPP
Stowarzyszenie Łódzkiej Opieki Paliatywnej i Długoterminowej Żyć Godnie,http://slopidzycgodnie.republika.pl/,http://slopidzycgodnie.republika.pl/,https://www.iwop.pl/,SEO2,static,,501 784 469,slopid@vp.pl,Ewa Gawęda,OPP
Stowarzyszenie Łódzkiej Opieki Paliatywnej i Długoterminowej Żyć Godnie,http://slopidzycgodnie.republika.pl/,http://slopidzycgodnie.republika.pl/,PITax.pl,SEO,static,,501 784 469,slopid@vp.pl,Ewa Gawęda,OPP
"Stowarzyszenie Medyczne ""Hospicjum dla Dzieci Dolnego Śląska""",https://formuladobra.pl/,https://www.jedenprocentdobra.pl/,https://www.pitax.pl/rozlicz/0000582875/,ONL,static,,71 707 26 61,biuro@formuladobra.pl,Agnieszka Więckiewicz,OPP
"Stowarzyszenie Medyczne ""Hospicjum dla Dzieci Dolnego Śląska""",https://formuladobra.pl/,https://www.jedenprocentdobra.pl/,https://www.iwop.pl/,SEO2,static,,71 707 26 61,biuro@formuladobra.pl,Agnieszka Więckiewicz,OPP
"Stowarzyszenie Medyczne ""Hospicjum dla Dzieci Dolnego Śląska""",https://formuladobra.pl/,https://www.jedenprocentdobra.pl/,https://www.pitax.pl/,SEO,static,,71 707 26 61,biuro@formuladobra.pl,Agnieszka Więckiewicz,OPP
Stowarzyszenie Mieszkańców Wsi Drzewce,http://spdrzewce.szkolnastrona.pl,http://spdrzewce.szkolnastrona.pl/,https://www.pitax.pl/pobierz/0000379946/,WIN,static,,46 831 61 91,spdrzewce@poczta.onet.pl,,OPP
Stowarzyszenie Mieszkańców Wsi Drzewce,http://spdrzewce.szkolnastrona.pl,http://spdrzewce.szkolnastrona.pl/,https://www.iwop.pl/,SEO2,static,,46 831 61 91,spdrzewce@poczta.onet.pl,,OPP
Stowarzyszenie Mieszkańców Wsi Drzewce,http://spdrzewce.szkolnastrona.pl,http://spdrzewce.szkolnastrona.pl/,https://www.pitax.pl/,SEO,static,,46 831 61 91,spdrzewce@poczta.onet.pl,,OPP
Stowarzyszenie Migaj Sercem,http://migajsercem.org.pl,http://migajsercem.org.pl/viewpage.php?page_id=10,https://www.pitax.pl/rozlicz/?krs=0000418315,ONL,static,,692 955 675,kontakt@migajsercem.org.pl,,OPP
Stowarzyszenie Migaj Sercem,http://migajsercem.org.pl,http://migajsercem.org.pl/viewpage.php?page_id=10,https://www.pitax.pl/,SEO,static,,692 955 675,kontakt@migajsercem.org.pl,,OPP
Stowarzyszenie Migaj Sercem,http://migajsercem.org.pl,http://migajsercem.org.pl/viewpage.php?page_id=10,https://www.iwop.pl/,SEO2,static,,692 955 675,kontakt@migajsercem.org.pl,,OPP
Stowarzyszenie Misja Dworcowa im. Ks. Jana Schneidera,http://www.misjadworcowa.com.pl,http://misjadworcowa.com.pl/jak-mozesz-pomoc/1-podatku/,https://www.pitax.pl/krs/0000176071/,LP,static,,508 16 89 79,misja.dworcowa@wp.pl,Anna Kasyn,OPP
Stowarzyszenie Misja Dworcowa im. Ks. Jana Schneidera,http://www.misjadworcowa.com.pl,http://misjadworcowa.com.pl/jak-mozesz-pomoc/1-podatku/,https://www.iwop.pl/,SEO2,static,,508 16 89 79,misja.dworcowa@wp.pl,Anna Kasyn,OPP
Stowarzyszenie Misja Dworcowa im. Ks. Jana Schneidera,http://www.misjadworcowa.com.pl,http://misjadworcowa.com.pl/jak-mozesz-pomoc/1-podatku/,https://www.pitax.pl/,SEO,static,,508 16 89 79,misja.dworcowa@wp.pl,Anna Kasyn,OPP
Stowarzyszenie Muzyczne Akolada,http://orkiestrampk.poznan.pl/,http://orkiestrampk.poznan.pl/stowarzyszenie-muzyczne-akolada/,https://www.pitax.pl/rozlicz/0000002635/,ONL,static,,618476966,,Jarosław Goerlich,OPP
Stowarzyszenie Muzyczne Akolada,http://orkiestrampk.poznan.pl/,http://orkiestrampk.poznan.pl/stowarzyszenie-muzyczne-akolada/,https://www.iwop.pl/,SEO2,static,,618476966,,Jarosław Goerlich,OPP
Stowarzyszenie Muzyczne Akolada,http://orkiestrampk.poznan.pl/,http://orkiestrampk.poznan.pl/stowarzyszenie-muzyczne-akolada/,https://www.pitax.pl/,SEO,static,,618476966,,Jarosław Goerlich,OPP
Stowarzyszenie na Rzecz Dzieci i Młodzieży z Mózgowym Porażeniem Dziecięcym,http://www.zurawinka.pl,http://zurawinka.pl/1-procent-dla-zurawinki/,https://www.iwop.pl/,SEO2,static,,692629628,ewac-l@tlen.pl,Anna Nowak,OPP
Stowarzyszenie na Rzecz Dzieci i Młodzieży z Mózgowym Porażeniem Dziecięcym,http://www.zurawinka.pl,http://zurawinka.pl/1-procent-dla-zurawinki/,https://www.pitax.pl/,SEO,static,,692629628,ewac-l@tlen.pl,Anna Nowak,OPP
Stowarzyszenie na Rzecz Dzieci i Młodzieży z Mózgowym Porażeniem Dziecięcym,http://www.zurawinka.pl,http://zurawinka.pl/1-procent-dla-zurawinki/,https://www.pitax.pl/rozlicz/0000046641/,ONL,static,,692629628,ewac-l@tlen.pl,Anna Nowak,OPP
Stowarzyszenie na rzecz Dzieci i Osób z Upośledzeniem Umysłowym i Ruchowym Persona,http://stowarzyszeniepersona.eu/,http://stowarzyszeniepersona.eu/index.php?option=com_content&view=article&id=107&Itemid=28,http://www.pitax.pl/rozlicz/0000087380/,ONL,static,,76 722 07 90,stowarzyszenie.persona@wp.pl,,OPP
Stowarzyszenie na rzecz Dzieci i Osób z Upośledzeniem Umysłowym i Ruchowym Persona,http://stowarzyszeniepersona.eu/,http://stowarzyszeniepersona.eu/index.php?option=com_content&view=article&id=107&Itemid=28,https://www.iwop.pl/,SEO2,static,,76 722 07 90,stowarzyszenie.persona@wp.pl,,OPP
Stowarzyszenie na rzecz Dzieci i Osób z Upośledzeniem Umysłowym i Ruchowym Persona,http://stowarzyszeniepersona.eu/,http://stowarzyszeniepersona.eu/index.php?option=com_content&view=article&id=107&Itemid=28,https://www.pitax.pl/,SEO,static,,76 722 07 90,stowarzyszenie.persona@wp.pl,,OPP
Stowarzyszenie na rzecz Dziewcząt i Kobiet Pozostających w Sytuacjach Kryzysu Związek Maryjny,http://pomocdlakobiet.blogspot.com,http://pomocdlakobiet.blogspot.com/,https://www.pitax.pl/rozlicz/0000219599/,ONL,dynamic,,605 403 235,zw_maryjny@tlen.pl,,OPP
Stowarzyszenie na rzecz Dziewcząt i Kobiet Pozostających w Sytuacjach Kryzysu Związek Maryjny,http://pomocdlakobiet.blogspot.com,http://pomocdlakobiet.blogspot.com/,https://www.iwop.pl/,SEO2,dynamic,,606 403 235,zw_maryjny@tlen.pl,,OPP
Stowarzyszenie na rzecz Dziewcząt i Kobiet Pozostających w Sytuacjach Kryzysu Związek Maryjny,http://pomocdlakobiet.blogspot.com,http://pomocdlakobiet.blogspot.com/,https://www.pitax.pl/,SEO,dynamic,,607 403 235,zw_maryjny@tlen.pl,,OPP
"Stowarzyszenie na rzecz Integracji i Edukacji ""Razem Łatwiej"" przy Szkole Podstawowej Nr 11 z Oddziałami Integracyjnymi w Jarosławiu.",http://razem-latwiej-11.pl,http://razem-latwiej-11.pl/,https://www.pitax.pl/pity-2017/,SEO,static,,508012426,biuro@razem-latwiej-11.pl,Magdalena Markowska,OPP
"Stowarzyszenie na rzecz Integracji i Edukacji ""Razem Łatwiej"" przy Szkole Podstawowej Nr 11 z Oddziałami Integracyjnymi w Jarosławiu.",http://razem-latwiej-11.pl,http://razem-latwiej-11.pl/,https://www.iwop.pl/,SEO2,static,,508012426,biuro@razem-latwiej-11.pl,Magdalena Markowska,OPP
"Stowarzyszenie na rzecz Integracji i Edukacji ""Razem Łatwiej"" przy Szkole Podstawowej Nr 11 z Oddziałami Integracyjnymi w Jarosławiu.",http://razem-latwiej-11.pl,http://razem-latwiej-11.pl/,https://www.pitax.pl/rozlicz/0000446438,ONL,static,,508012426,biuro@razem-latwiej-11.pl,Magdalena Markowska,OPP
Stowarzyszenie na rzecz Integracji Społecznej NASZ ŚWIAT,http://www.naszswiat.org,https://www.naszswiat.org/?page_id=40,https://www.pitax.pl/rozlicz/0000284607,ONL,static,,609028393,biuro@naszswiat.org,Marek Borowski,OPP
Stowarzyszenie na rzecz Integracji Społecznej NASZ ŚWIAT,http://www.naszswiat.org,https://www.naszswiat.org/?page_id=41,https://www.iwop.pl/,SEO2,static,,609028393,biuro@naszswiat.org,Marek Borowski,OPP
Stowarzyszenie na rzecz Integracji Społecznej NASZ ŚWIAT,http://www.naszswiat.org,https://www.naszswiat.org/?page_id=42,https://www.pitax.pl/,SEO,static,,609028393,biuro@naszswiat.org,Marek Borowski,OPP
Stowarzyszenie na rzecz Ochrony Dziedzictwa Młyn-Papiernia,http://mlynpapiernia.org.pl/,http://mlynpapiernia.org.pl/stowarzyszenie/#pomoz-przetrwac-zabytkom,https://www.pitax.pl/rozlicz/0000122811/,ONL,static,,91 483 59 47,stowarzyszenie@mlynpapiernia.org.pl,Małgorzata Cykalewicz,OPP
Stowarzyszenie na rzecz Ochrony Dziedzictwa Młyn-Papiernia,http://mlynpapiernia.org.pl/,http://mlynpapiernia.org.pl/stowarzyszenie/,https://www.pitax.pl/,SEO,static,,91 483 59 47,stowarzyszenie@mlynpapiernia.org.pl,Małgorzata Cykalewicz,OPP
Stowarzyszenie na rzecz Ochrony Dziedzictwa Młyn-Papiernia,http://mlynpapiernia.org.pl/,http://mlynpapiernia.org.pl/stowarzyszenie/,https://www.iwop.pl/,SEO2,static,,91 483 59 47,stowarzyszenie@mlynpapiernia.org.pl,Małgorzata Cykalewicz,OPP
Stowarzyszenie na Rzecz Pomocy Niepełnosprawnym Wychowankom Specjalnego Ośrodka Szkolno-Wychowawczego,http://www.soswzukowo.idsl.pl/,http://www.soswzukowo.idsl.pl/,https://www.pitax.pl/rozlicz/0000215142/,ONL,dynamic,,58 681 83 71,soswzuk@poczta.onet.pl,Julita Hudela,OPP
Stowarzyszenie na Rzecz Pomocy Niepełnosprawnym Wychowankom Specjalnego Ośrodka Szkolno-Wychowawczego,http://www.soswzukowo.idsl.pl/,http://www.soswzukowo.idsl.pl/,https://www.pitax.pl/,SEO,dynamic,,58 681 83 71,soswzuk@poczta.onet.pl,Julita Hudela,OPP
Stowarzyszenie na Rzecz Pomocy Niepełnosprawnym Wychowankom Specjalnego Ośrodka Szkolno-Wychowawczego,http://www.soswzukowo.idsl.pl/,http://www.soswzukowo.idsl.pl/,https://www.pitax.pl/pobierz/0000215142/,WIN,dynamic,,58 681 83 71,soswzuk@poczta.onet.pl,Julita Hudela,OPP
Stowarzyszenie na rzecz Rozwoju Zespołu Szkół Ekonomicznych - Ekonomik,http://www.ekonomik.rzeszow.pl,http://www.ekonomik.rzeszow.pl/,https://www.pitax.pl/rozlicz/0000322277/?cel=,ONL,static,,177483018,zse@interia.pl,,OPP
Stowarzyszenie na rzecz Rozwoju Zespołu Szkół Ekonomicznych - Ekonomik,http://www.ekonomik.rzeszow.pl,http://www.ekonomik.rzeszow.pl/,https://www.pitax.pl/,SEO,static,,177483018,zse@interia.pl,,OPP
Stowarzyszenie na rzecz Rozwoju Zespołu Szkół Ekonomicznych - Ekonomik,http://www.ekonomik.rzeszow.pl,http://www.ekonomik.rzeszow.pl/,https://www.pitax.pl/pobierz/0000322277/,WIN,static,,177483018,zse@interia.pl,,OPP
Stowarzyszenie Nadzieja Rodzinie,http://www.nadziejarodzinie.org.pl,http://stowarzyszenie.nadziejarodzinie.org.pl/index.php?id=275,https://www.pitax.pl/rozlicz/0000116441,ONL,static,,41 36 69 404,sekretariat@nadziejarodzinie.org.pl,,OPP
Stowarzyszenie Nadzieja Rodzinie,http://www.nadziejarodzinie.org.pl,http://stowarzyszenie.nadziejarodzinie.org.pl/index.php?id=276,https://www.pitax.pl/pobierz/0000116441,WIN,static,,41 36 69 404,sekretariat@nadziejarodzinie.org.pl,,OPP
Stowarzyszenie Nadzieja Rodzinie,http://www.nadziejarodzinie.org.pl,http://stowarzyszenie.nadziejarodzinie.org.pl/index.php?id=277,,SEO,static,,41 36 69 404,sekretariat@nadziejarodzinie.org.pl,,OPP
Stowarzyszenie Nasza Mała Ojczyzna,http://www.nmo.sarzyna.net,http://www.nmo.sarzyna.net/,https://www.pitax.pl/krs/0000152888,LP,static,,,nmo@sarzyna.net,,OPP
Stowarzyszenie Nasza Mała Ojczyzna,http://www.nmo.sarzyna.net,http://www.nmo.sarzyna.net/,https://www.iwop.pl/,SEO2,static,,,nmo@sarzyna.net,,OPP
Stowarzyszenie Nasza Mała Ojczyzna,http://www.nmo.sarzyna.net,http://www.nmo.sarzyna.net/,https://www.pitax.pl/,SEO,static,,,nmo@sarzyna.net,,OPP
Stowarzyszenie Nowy Dom,http://www.stowarzyszenie-nowydom.pl,http://www.stowarzyszenie-nowydom.pl/przekaz-nam-1-procent-swojego-podatku/,https://www.pitax.pl/pobierz/0000309958,WIN,,,509 181 369,magdakoczaj@interia.pl,,OPP
nie prawidłowo podpięte ,,,,SEO,,,,,,OPP
Stowarzyszenie Opieki Paliatywno-Hospicyjnej im. bł. ks. Kazimierza Sykulskiego w Rudzie Białaczowskiej,https://hospicjumsykulski.pl/,https://hospicjumsykulski.pl/,https://www.pitax.pl/krs/0000316228,LP,static,,667659054,kontakt@hospicjumsykulski.pl,Edyta Więckowska,OPP
Stowarzyszenie Opieki Paliatywno-Hospicyjnej im. bł. ks. Kazimierza Sykulskiego w Rudzie Białaczowskiej,https://hospicjumsykulski.pl/,https://hospicjumsykulski.pl/,https://www.iwop.pl/,SEO2,static,,667659054,kontakt@hospicjumsykulski.pl,Edyta Więckowska,OPP
Stowarzyszenie Opieki Paliatywno-Hospicyjnej im. bł. ks. Kazimierza Sykulskiego w Rudzie Białaczowskiej,https://hospicjumsykulski.pl/,https://hospicjumsykulski.pl/,https://www.pitax.pl/program-pit/,SEO,static,,667659054,kontakt@hospicjumsykulski.pl,Edyta Więckowska,OPP
Stowarzyszenie Osób Niepełnosprawnych Nadzieja,http://www.nadzieja.home.pl,http://nadzieja.home.pl/,https://www.pitax.pl/pobierz/0000005684/,WIN,static,,606632341,nadzieja@home.pl,Ewa Sieczkowska,OPP
Stowarzyszenie Osób Niepełnosprawnych Nadzieja,http://www.nadzieja.home.pl,http://nadzieja.home.pl/,https://www.iwop.pl/,SEO2,static,,606632341,nadzieja@home.pl,Ewa Sieczkowska,OPP
Stowarzyszenie Osób Niepełnosprawnych Nadzieja,http://www.nadzieja.home.pl,http://nadzieja.home.pl/,https://www.pitax.pl/,SEO,static,,606632341,nadzieja@home.pl,Ewa Sieczkowska,OPP
Stowarzyszenie Otwarte Drzwi,http://otwartedrzwi.pl,http://otwartedrzwi.pl/1procent/,https://www.pitax.pl/krs/0000080010/,LP,static,,226198501,stowarzyszenie@otwartedrzwi.pl,Jakub Grotowski,OPP
Stowarzyszenie Otwarte Drzwi,http://otwartedrzwi.pl,http://otwartedrzwi.pl/1procent/,https://www.iwop.pl/,SEO2,static,,226198501,stowarzyszenie@otwartedrzwi.pl,Jakub Grotowski,OPP
Stowarzyszenie Otwarte Drzwi,http://otwartedrzwi.pl,http://otwartedrzwi.pl/1procent/,https://www.pitax.pl/,SEO,static,,226198501,stowarzyszenie@otwartedrzwi.pl,Jakub Grotowski,OPP
"STOWARZYSZENIE ""OTWARTE KLATKI""",http://www.otwarteklatki.pl,http://www.otwarteklatki.pl/1procent/,https://www.pitax.pl/pobierz/0000444120/,WIN,static,,519 782 355,kontakt@otwarteklatki.pl,,OPP
"STOWARZYSZENIE ""OTWARTE KLATKI""",http://www.otwarteklatki.pl,http://www.otwarteklatki.pl/1procent/,https://www.pitax.pl/,SEO,static,,519 782 355,kontakt@otwarteklatki.pl,,OPP
"STOWARZYSZENIE ""OTWARTE KLATKI""",http://www.otwarteklatki.pl,http://www.otwarteklatki.pl/1procent/,https://www.pitax.pl/rozlicz/?krs=0000444120,ONL,static,,519 782 355,kontakt@otwarteklatki.pl,,OPP
Stowarzyszenie Otwartych Serc Aktywnych Kobiet /SOS/ w Olkuszu,http://www.wtzolkusz.pl/,http://wtzolkusz.pl/?page_id=105,https://www.pitax.pl/rozlicz/?krs=0000016137,ONL,static,,32 645 54 80,stowarzyszeniesos@poczta.onet.pl,Anna Mrówka,OPP
Stowarzyszenie Otwartych Serc Aktywnych Kobiet /SOS/ w Olkuszu,http://www.wtzolkusz.pl/,http://wtzolkusz.pl/?page_id=106,https://www.pitax.pl/,SEO,static,,33 645 54 80,stowarzyszeniesos@poczta.onet.pl,Anna Mrówka,OPP
Stowarzyszenie Otwartych Serc Aktywnych Kobiet /SOS/ w Olkuszu,http://www.wtzolkusz.pl/,http://wtzolkusz.pl/?page_id=107,https://www.pitax.pl/pobierz/?krs=0000016137,WIN,static,,34 645 54 80,stowarzyszeniesos@poczta.onet.pl,Anna Mrówka,OPP
Stowarzyszenie Pomocy Chorym z Zespołem Turnera,http://www.turner.org.pl,https://turner.org.pl/,https://www.pitax.pl/rozlicz/0000208214/,ONL,static,,22 824 35 44,info@turner.info.pl,Grażyna Rakowska,OPP
Stowarzyszenie Pomocy Chorym z Zespołem Turnera,http://www.turner.org.pl,https://turner.org.pl/,https://iwop.pl/,SEO2,static,,22 824 35 44,info@turner.info.pl,Grażyna Rakowska,OPP
Stowarzyszenie Pomocy Chorym z Zespołem Turnera,http://www.turner.org.pl,https://turner.org.pl/,https://pitax.pl/,SEO,static,,22 824 35 44,info@turner.info.pl,Grażyna Rakowska,OPP
Stowarzyszenie Pomocy Dzieciom Niepełnosprawnym Krok za Krokiem w Zamościu,http://www.spdn.pl,"http://www.spdn.pl/PITaxpl_Latwe_podatki,a,502.html",https://www.pitax.pl/pobierz/0000057364/,WIN,static,,84 639 33,biuro@spdn.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Niepełnosprawnym Krok za Krokiem w Zamościu,http://www.spdn.pl,"http://www.spdn.pl/PITaxpl_Latwe_podatki,a,502.html",https://pitax.pl/,SEO,static,,84 639 33,biuro@spdn.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Niepełnosprawnym Krok za Krokiem w Zamościu,http://www.spdn.pl,"http://www.spdn.pl/PITaxpl_Latwe_podatki,a,502.html",https://www.pitax.pl/rozlicz/0000057364/,ONL,static,,84 639 33,biuro@spdn.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Niewidomym i Niedowidzącym Nadzieja,http://nadziejaradom.org,http://nadziejaradom.org/1procent/,http://pitax.pl/rozlicz/?krs=0000050740,ONL,static,,48344 77 84,nadzieja.radom@interia.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Niewidomym i Niedowidzącym Nadzieja,http://nadziejaradom.org,http://nadziejaradom.org/1procent/,http://pitax.pl/?krs=0000050740,LP,static,,48345 77 84,nadzieja.radom@interia.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Niewidomym i Niedowidzącym Nadzieja,http://nadziejaradom.org,http://nadziejaradom.org/1procent/,https://www.pitax.pl/,SEO,static,,48346 77 84,nadzieja.radom@interia.pl,,OPP
Stowarzyszenie Pomocy Dzieciom Tęcza w Oławie,http://www.tecza-olawa.pl/,,,SEO,,,603238631,spdtecza@wp.pl,Wiesława Pochoriło,OPP
STRONA NIE DZIAŁA,,,,SYSTEM LINK,,,,,,OPP
Stowarzyszenie Przyjaciół Ludowego Zespołu Pieśni i Tańca Zamojszczyzna,http://www.zamojszczyzna.com.pl/,,,SEO,,,606621598,zpitzam@interia.pl,Anna Polska,OPP
nic nie mają,,,,SYSTEM LINK,,,,,,OPP
Stowarzyszenie Przyjaciół Osób Niepełnosprawnych Krzczonów,http://stowarzyszenie-krzczonow.edupage.org,https://stowarzyszenie-krzczonow.edupage.org/,http://www.pitax.pl/krs/0000203622/,LP,static,,122747248,stow.krzczonow2010@gmail.com,Elżbieta Kudłacz,OPP
