SPOŁECZNE STOWARZYSZENIE NA RZECZ WOJEWÓDZKIEGO SZPITALA IM.ZOFII Z ZAMOYSKICH TARNOWSKIEJ W TARNOBRZEGU,0000240972,
STOWARZYSZENIE POMOCY RODZINOM HUTNICZYM,0000241090,
FUNDACJA POMOCNA DŁOŃ,0000241235,
STOWARZYSZENIE PRZYJACIÓŁ I OSÓB NIEPEŁNOSPRAWNYCH "ZA GŁOSEM SERCA",0000241297,
STOWARZYSZENIE NA RZECZ DZIECI I OSÓB NIEPEŁNOSPRAWNYCH "TĘCZA",0000241358,
NAŁĘCZOWSKIE STOWARZYSZENIE CHARYTATYWNE,0000241373,
FUNDACJA WIEWIÓRKI JULII,0000241384,
FUNDACJA ORANGE,0000241397,
STOWARZYSZENIE NA RZECZ DZIECI ZE ZŁOŻONĄ NIEPEŁNOSPRAWNOŚCIĄ "POTRAFIĘ WIĘCEJ",0000241411,
KLUB SPORTOWY "STOLEM",0000241456,
FUNDACJA PALIUM,0000241457,
TOWARZYSTWO SPORTOWE "VOLLEY" RYBNIK,0000241470,
STOWARZYSZENIE PACJENTÓW I OSÓB WSPIERAJĄCYCH CHORYCH NA GUZY NEUROENDOKRYNNE Z SIEDZIBĄ W WARSZWIE,0000241505,
TOWARZYSTWO CHARYTATYWNE IM. OJCA PIO KOŁO WARSZAWSKIE NR 5,0000241554,
STOWARZYSZENIE KASTOR - INICJATYWA DLA ROZWOJU,0000241670,
TOWARZYSTWO OSTEOPATÓW POLSKICH,0000241676,
FUNDACJA ANIMACJA,0000241679,
FUNDACJA "POKOLORUJ ŚWIAT" W KOSZALINIE,0000241746,
POLSKIE TOWARZYSTWO PROGRAMÓW ZDROWOTNYCH,0000241772,
"TOWARZYSTWO PRZYJACIÓŁ HOSPICJUM",0000241855,
ŚLĄSKO-MAŁOPOLSKIE STOWARZYSZENIE UBEZPIECZONYCH,0000241956,
KLUB SPORTOWY "WATRA MROZY",0000241976,
STOWARZYSZENIE ROZWOJU I WSPÓŁPRACY WSI MOSZCZANKA I SKRZEBOWA,0000242112,
STOWARZYSZENIE NA RZECZ PAŃSTWOWEJ SZKOŁY MUZYCZNEJ I STOPNIA IM. F. CHOPINA W OLEŚNICY,0000242195,
STOWARZYSZENIE "BLIŻEJ SIEBIE",0000242213,
FUNDACJA BRYDŻOWA "INWIT",0000242230,
PRO PARIBUS - DLA RÓWNYCH,0000242295,
STOWARZYSZENIE NA RZECZ EMERYTÓW I RENCISTÓW POWIATU GDAŃSKIEGO "SOLIDARNI",0000242298,
ZAKŁAD OPIEKUŃCZO - LECZNICZY DLA DZIECI IMIENIA JANA PAWŁA II PROWADZONY PRZEZ ZGROMADZENIE SIÓSTR MARYI NIEPOKALANEJ,0000242402,
STOWARZYSZENIE "NADZIEJA DLA RODZINY",0000242416,
KOŁO GRUDZIĄDZKIE TOWARZYSTWA POMOCY IM. ŚW. BRATA ALBERTA,0000242424,
OCHOTNICZA STRAŻ POŻARNA W GIDLACH,0000242451,
GORZOWSKA RODZINA KATYŃSKA,0000242516,
WŁOSZCZOWSKIE STOWARZYSZENIE OPIEKI PALIATYWNEJ,0000242547,
GDAŃSKIE TOWARZYSTWO PRZYJACIÓŁ SZTUKI,0000242611,
"STOWARZYSZENIE INICJATYW SPOŁECZNYCH",0000242684,
OCHOTNICZA STRAŻ POŻARNA W WYDRZYNIE,0000242710,
STOWARZYSZENIE NA RZECZ OSÓB STARSZYCH "PRZYSTAŃ NA PARKOWEJ",0000242715,
FUNDACJA "PRO-BONO",0000242731,
OCHOTNICZA STRAŻ POŻARNA W MIŁKOWIE,0000242739,
"STOWARZYSZENIE ROZWOJU ZIEMI BIERUTOWSKIEJ IMIENIA ROMKA KAZIMIERSKIEGO",0000242755,
FUNDACJA "WYGRAJMY ZDROWIE" IM. PROF. GRZEGORZA MADEJA,0000242845,
FUNDUSZ BIAŁYSTOK OJCU ŚWIĘTEMU,0000242850,
FUNDACJA FEMINOTEKA,0000242885,
TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ OKRĘGOWY,0000243026,
POLSKIE TOWARZYSTWO PEDAGOGIKI SPECJALNEJ,0000243030,
TOWARZYSTWO PRZYJACIÓŁ PIOTRKOWA TRYBUNALSKIEGO,0000243052,
STOWARZYSZENIE ZESPOŁU TANECZNEGO PEREŁKI,0000243064,
POLSKIE TOWARZYSTWO MEDYCYNY SĄDOWEJ I KRYMINOLOGII,0000243239,
STOWARZYSZENIE NA RZECZ WSPIERANIA HOSPICJUM IM. JANA PAWŁA II W OSTROWCU ŚWIĘTOKRZYSKIM,0000243268,
STOWARZYSZENIE "RADOŚĆ DZIECIOM",0000243276,
FUNDACJA DOM RAIN MANA,0000243408,
TOWARZYSTWO WSPIERANIA EDUKACJI I KULTURY "TRADYCJA",0000243454,
FUNDACJA NA RZECZ PAŃSTWOWEJ WYŻSZEJ SZKOŁY ZAWODOWEJ W WAŁCZU,0000243605,
STOWARZYSZENIE CHORYCH NA STWARDNIENIE ROZSIANE W GŁOGOWIE,0000243712,
STOWARZYSZENIE POSZKODOWANYM W WYPADKACH KOMUNIKACYJNYCH "BEZPIECZNE ŻYCIE" W JAROSŁAWIU,0000243742,
"DOROŚLI DZIECIOM",0000243743,
TOWARZYSTWO PRZYJACIÓŁ STATKU-MUZEUM "SOŁDEK",0000243760,
STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY "PO PROSTU PARTNER",0000243776,
LUBELSKIE TOWARZYSTWO ZACHĘTY SZTUK PIĘKNYCH,0000243871,
STOWARZYSZENIE GDAŃSKIEJ ZASPY,0000243903,
STOWARZYSZENIE PROGRAM STACJA,0000243907,
STOWARZYSZENIE POMOCY DZIECIOM Z CHOROBAMI NEREK IM.PROF.DR MARTY USZYCKIEJ-KARCZ,0000243985,
STOWARZYSZENIE PRZYJACIÓŁ ZESPOŁU SZKOLNO-PRZEDSZKOLNEGO NR 4 W RZESZOWIE,0000244051,
TERENOWY KOMITET OCHRONY PRAW DZIECKA W RZESZOWIE,0000244147,
STOWARZYSZENIE NA RZECZ DZIECI Z UPOŚLEDZENIEM UMYSŁOWYM "W STRONĘ TĘCZY",0000244150,
STOWARZYSZENIE ROZWOJU GMINY LUBIEWO "BORY",0000244171,
STOWARZYSZENIE WSPIERANIA EDUKACJI CHRZEŚCIJAŃSKIEJ,0000244219,
INSTYTUT AUSCHWITZ NA RZECZ POKOJU I POJEDNANIA,0000244228,
POLSKIE TOWARZYSTWO HIPIATRYCZNE,0000244236,
STOWARZYSZENIE MIŁOŚNIKÓW JAZDY TERENOWEJ "DUROMUTT",0000244273,
STOWARZYSZENIE "DAJEMY NADZIEJĘ",0000244279,
OCHOTNICZA STRAŻ POŻARNA W FIUKÓWCE,0000244283,
UCZNIOWSKI KLUB SPORTOWY "ANTONINEK" PRZY SZKOLE PODSTAWOWEJ NR 87,0000244285,
POLSKIE STOWARZYSZENIE POMOCY CHORYM NA FENYLOKETONURIĘ I CHOROBY RZADKIE "ARS VIVENDI", SKRÓCONA NAZWA "ARS VIVENDI",0000244396,
ŁOMŻYŃSKIE STOWARZYSZENIE "ZDROWIE I TRZEŹWOŚĆ",0000244472,
TOWARZYSTWO KOSZALIŃSKIEJ KOLEI WĄSKOTOROWEJ,0000244589,
STOWARZYSZENIE "POMÓŻMY REALIZOWAĆ MARZENIA",0000244620,
"STOWARZYSZENIE MUZYKÓW LUDOWYCH W BOŻNOWIE-ZŁOTE ŁANY",0000244708,
STOWARZYSZENIE WIKIMEDIA POLSKA,0000244732,
STOWARZYSZENIE "NASZE WYCIECZKI",0000244784,
ROWEROWY SZCZECIN,0000244791,
KLUB NURKOWY NAUTICA POZNAŃ,0000244814,
STOWARZYSZENIE CHARYTATYWNE IM. K. MICHALCZYKA,0000244836,
STOWARZYSZENIE "WSPARCIE",0000244910,
STOWARZYSZENIE CZERWONEJ RÓŻY,0000244920,
REGIONALNE CENTRUM WOLONTARIATU,0000244954,
FUNDACJA "OSTATNIA SZANSA",0000244990,
FUNDACJA "TUTAJ PRZYSZŁOŚĆ",0000244994,
ZRZESZENIE KASZUBSKO-POMORSKIE ODDZIAŁ W BANINIE,0000245039,
FUNDACJA DZIECI TAŃCA,0000245079,
STOWARZYSZENIE PRZYJAZNA OSOWA,0000245121,
"CHRZEŚCIJAŃSKA FUNDACJA RADOŚĆ",0000245205,
OBYWATELSKIE BIURO INTERWENCJI - OGÓLNOPOLSKA ORGANIZACJA OBYWATELSKA,0000245242,
FUNDACJA DZIECIOM NIEPEŁNOSPRAWNYM "PODARUJ UŚMIECH",0000245254,
DOM POMOCY SPOŁECZNEJ PROWADZONY PRZEZ ZGROMADZENIE SIÓSTR MIŁOSIERDZIA ŚW. KAROLA BOROMEUSZA W RUDZIE ŚLĄSKIEJ,0000245275,
STOWARZYSZENIE "PRZYJAZNY BORÓWIEC",0000245354,
STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH SŁUCHOWO I UMYSŁOWO "UŚMIECH DZIECKA",0000245422,
"DOMOWE HOSPICJUM DLA DZIECI" W OPOLU,0000245423,
CARITAS ARCHIDIECEZJI WARMIŃSKIEJ,0000245507,
STOWARZYSZENIE "BĄDŹ DOBREJ MYŚLI",0000245544,
"INSTYTUT INICJATYW POZARZĄDOWYCH",0000245554,
PARAFIALNY KLUB SPORTOWY JADWIGA,0000245564,
MIEJSKI KLUB SPORTOWY "KALINA - LUBLIN",0000245589,
TOWARZYSTWO PRZYJACIÓŁ SKANSENU W KOŹLIKACH,0000245696,
STOWARZYSZENIE UNIWERSYTET TRZECIEGO WIEKU W STRZELINIE,0000245802,
STOWARZYSZENIE "ŚWIAT NADZIEI",0000245833,
FUNDACJA GENERATOR INSPIRACJI,0000245834,
FUNDACJA ANDRZEJA AUMILLERA "OSTOJA",0000245842,
ŁOMŻYŃSKI KLUB PŁETWONURKÓW "PODWODNY JELEŃ",0000245883,
NARODOWE STOWARZYSZENIE AKTYWNOŚCI SPOŁECZNEJ,0000245901,
STOWARZYSZENIE PRZYJACIÓŁ DOMU NAZARET,0000245903,
STOWARZYSZENIE NA RZECZ ROZWOJU PSYCHIATRII "ADIUTARE",0000245927,
"STOWARZYSZENIE RODZIN KATOLICKICH DIECEZJI ŚWIDNICKIEJ",0000245969,
LUDOWY ZESPÓŁ SPORTOWY "POGOŃ KOWALÓW",0000246001,
LOGAN WITOWICE,0000246015,
OCHOTNICZA STRAŻ POŻARNA W ZADZIMIU,0000246016,
STOWARZYSZENIE POMOCY RODZINIE A JUTRO?,0000246084,
TOMASZOWSKIE STOWARZYSZENIE AMAZONEK,0000246090,
BANK ŻYWNOŚCI,0000246105,
FUNDACJA POMOCY OSOBOM NIEPEŁNOSPRAWNYM "AMI",0000246136,
"POMÓŻMY DZIECIOM NIEPEŁNOSPRAWNYM",0000246171,
DOLNOŚLĄSKIE STOWARZYSZENIE ROZWOJU PIELĘGNIARSTWA ONKOLOGICZNEGO,0000246254,
STOWARZYSZENIE NA RZECZ ROZWOJU WSI "RAZEM",0000246320,
KLUB SPORTOWY FC PĘCZ,0000246328,
ZWIĄZEK GMIN JURAJSKICH,0000246370,
FUNDACJA RATOWNICTWA BEZPIECZNI NAD WODĄ,0000246417,
STOWARZYSZENIE "ZDROWIE",0000246516,
ŚLĄSKIE STOWARZYSZENIE ALZHEIMEROWSKIE,0000246537,
JESTEŚMY RAZEM - STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY,0000246550,
STOWARZYSZENIE "PRO-ARTE",0000246636,
FUNDACJA "BĄDŹ DOBROCZYŃCĄ",0000246671,
KLUB SPORTOWY "ŚWITEŹ" WIĄZÓW,0000246682,
STOWARZYSZENIE ZIEMI WOŁCZYŃSKIEJ "DWA SERCA",0000246687,
RÓWNI, CHOĆ RÓŻNI,0000246688,
STOWARZYSZENIE PRZYJACIÓŁ I ABSOLWENTÓW ZESPOŁU SZKÓŁ W GŁUCHOŁAZACH,0000246691,
STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY CARITAS,0000246791,
STOWARZYSZENIE SKARBNIKÓW SAMORZĄDOWYCH WARMII I MAZUR W SZCZYTNIE,0000246812,
STOWARZYSZENIE NA RZECZ HOSPICJUM ELBLĄSKIEGO,0000246821,
FUNDACJA MŁODZI PRZECIW UZALEŻNIENIOM,0000246827,
FUNDACJA IM. GEN. JÓZEFA BEMA PRZY SZKOLE PODSTAWOWEJ NR 1 W BYSTRZYCY KŁODZKIEJ,0000246839,
STOWARZYSZENIE "UŚMIECH DZIECIŃSTWA",0000246855,
STOWARZYSZENIE "NORMALNE PAŃSTWO",0000246918,
UCZNIOWSKI KLUB SPORTOWY "REGLE",0000246995,
SAMORZĄDOWE STOWARZYSZENIE ROZWOJU ZIEMI RAWSKIEJ,0000247034,
HENRYKOWSKIE STOWARZYSZENIE W SIEMCZYNIE,0000247103,
UCZNIOWSKI KLUB SPORTOWY "JAR",0000247123,
STOWARZYSZENIE ANTIDOTUM,0000247130,
STOWARZYSZENIE KULTURY FIZYCZNEJ, SPORTU I TURYSTYKI NIEWIDOMYCH I SŁABOWIDZĄCYCH "CROSS",0000247136,
MRĄGOWSKIE STOWARZYSZENIE ROWEROWE,0000247174,
"CARITAS" ARCHIDIECEZJI GDAŃSKIEJ ORGANIZACJA POŻYTKU PUBLICZNEGO,0000247280,
"ART TRANSPARENT",0000247340,
"PRO MEDICI VETERINARII",0000247344,
FUNDACJA ZAPOBIEGANIA NIEPEŁNOSPRAWNOŚCI I PROMOCJI ZDROWIA PRZY ODDZIALE REHABILITACJI SZPITALA W EŁKU "REHA-VITAE",0000247350,
MIEJSKI MŁODZIEŻOWY KLUB SPORTOWY "PODHALE" NOWY TARG,0000247422,
CENTRUM USKRZYDLIJDZIECIAKI.PL,0000247448,
ZAKON RYCERSKI ŚWIĘTEGO JERZEGO MĘCZENNIKA, ZAŁOŻONY W 1326 ROKU PRZEZ KAROLA ROBERTA ANDEGAWEŃSKIEGO, KRÓLA WĘGIER,0000247525,
FUNDACJA NA RZECZ OBRONY PRAW ZWIERZĄT SFINX,0000247535,
MAZOWIECKIE STOWARZYSZENIE PRACY DLA NIEPEŁNOSPRAWNYCH "DE FACTO",0000247597,
FUNDACJA SZTUKI MAREBITO,0000247610,
STOWARZYSZENIE PRZYJACIÓŁ OSÓB NIEPEŁNOSPRAWNYCH I PSYCHICZNIE CHORYCH "BARKA",0000247614,
FUNDACJA RADEMENES,0000247684,
FUNDACJA ANIMACJI ARTYSTYCZNEJ "SZACHRAJ",0000247711,
SAMODZIELNE KOŁO TERENOWE NR 13 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,0000247740,
OŚRODEK KULTURY I FORMACJI CHRZEŚCIJAŃSKIEJ IM. SŁUŻEBNICY BOŻEJ ANNY JENKE,0000247764,
STOWARZYSZENIE NA RZECZ INTEGRACJI DZIECI "BĄDŹMY RAZEM",0000247769,
CARITAS DIECEZJI GLIWICKIEJ,0000247809,
AKCJA KATOLICKA DIECEZJI BIELSKO-ŻYWIECKIEJ,0000247812,
POLSKI KLUB EKOLOGICZNY "PRZYJACIELE ZIEMI",0000247819,
"ŚLĄSKIE CENTRUM PROFILAKTYKI I PSYCHOTERAPII",0000247977,
STOWARZYSZENIE PRZYJACIÓŁ KATEDRY OPOLSKIEJ "CRUX",0000248126,
STOWARZYSZENIE PRZYJACIÓŁ PUBLICZNEGO PRZEDSZKOLA NR 1 W PRUDNIKU,0000248193,
STOWARZYSZENIE PROMOCJI SPORTU,0000248225,
DOM NA SKALE,0000248232,
STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM "SERCE DLA SERCA" PRZY PARAFII ŚW. TRÓJCY W BIELSKU-BIAŁEJ,0000248238,
ARS LEGIS - STOWARZYSZENIE IM. ŚW. IVO HELORY - PATRONA PRAWNIKÓW,0000248256,
STOWARZYSZENIE SEKCJA BRYDŻA SPORTOWEGO "ALF",0000248267,
GÓRNOŁUŻYCKIE STOWARZYSZENIE PSZCZELARZY W ZGORZELCU,0000248320,
"FUNDACJA DLA ZWIERZĄT ANIMALIA",0000248335,
STOWARZYSZENIE PRZYJACIÓŁ SZPITALA W ŁAŃCUCIE,0000248342,
LESZCZYŃSKIE STOWARZYSZENIE "RAZEM Z NAMI" NA RZECZ DZIECI I MŁODZIEŻY Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ,0000248353,
STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY Z PROBLEMAMI ZDROWOTNYMI "NASZA AMERYKA",0000248355,
STOWARZYSZENIE NA RZECZ DZIECI LECZONYCH CHIRURGICZNIE "UŚMIECH" Z SIEDZIBĄ W OLSZTYNIE,0000248389,
POLSKIE STOWARZYSZENIE SPORTU PO TRANSPLANTACJI,0000248401,
STOWARZYSZENIE MIŁOŚNIKÓW MUZYKI ŚWIĘTOGÓRSKIEJ IM. JÓZEFA ZEIDLERA,0000248432,
POMOC W INTEGRACJI UCZNIÓW SZKOŁY PODSTAWOWEJ NR 8,0000248498,
STOWARZYSZENIE PRZYJACIÓŁ OSIEDLA ŁAWICA,0000248507,
FUNDACJA ISKIERKA,0000248546,
CHEŁMSKIE STOWARZYSZENIE TECHNICZNE IM. EWARYSTA STOBNICKIEGO W CHEŁMIE,0000248673,
STOWARZYSZENIE "DAMY RADĘ",0000248687,
STOWARZYSZENIE "VOCATIO DEI",0000248689,
WĘGOJSKIE STOWARZYSZENIE EDUKACJI LOKALNEJ-CEL,0000248720,
FUNDACJA NA RZECZ ROZWOJU I PROMOCJI SPORTU MŁODZIEŻOWEGO,0000248781,
FUNDACJA TOTO ANIMO,0000248799,
FUNDACJA "VERITAS",0000248804,
STOWARZYSZENIE NA RZECZ DZIECI Z DOMU DZIECKA W TRZCIŃSKU-ZDROJU,0000248870,
OCHOTNICZA STRAŻ POŻARNA W WITNICY,0000248873,
STOWARZYSZENIE "OBYWATELE OBYWATELOM",0000248901,
FUNDACJA "ROZSZCZEPOWE MARZENIA",0000248920,
STOWARZYSZENIE "OGRÓD NADZIEI",0000249026,
FUNDACJA MISJA SŁUŻBY RODZINIE,0000249033,
MAŁOPOLSKIE HOSPICJUM DLA DZIECI,0000249071,
WIEJSKIE STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH INTELEKTUALNIE I RUCHOWO,0000249217,
"STOWARZYSZENIE SZKOŁA BEZ BARIER W ŁAPACH",0000249221,
RZESZOWSKI KLUB WYSOKOGÓRSKI,0000249274,
TOWARZYSTWO 8 PUŁKU UŁANÓW KSIĘCIA JÓZEFA PONIATOWSKIEGO,0000249374,
KATOLICKIE STOWARZYSZENIE RODZIN WIELODZIETNYCH IM. ŚW. JADWIGI ŚLĄSKIEJ,0000249386,
STOWARZYSZENIE NA RZECZ ROZWOJU KARDIOLOGII PRENATALNEJ,0000249430,
STOWARZYSZENIE PRZYJACIÓŁ LUDZKIEGO ŻYCIA,0000249454,
STOWARZYSZENIE SPORT-MED,0000249468,
MIEJSKI BIAŁOSTOCKI KLUB BRYDŻOWY,0000249498,
STOWARZYSZENIE INICJATYW SPOŁECZNYCH ISPINA,0000249501,
"DOM WSPÓLNOTY BARKA W DREZDENKU",0000249506,
BONIFRATERSKI OŚRODEK INTERWENCJI KRYZYSOWEJ I WSPARCIA DLA OFIAR PRZEMOCY W RODZINIE W MARYSINIE,0000249541,
ZACHODNIOPOMORSKA FUNDACJA NA RZECZ INTEGRACJI ŚRODOWISKOWEJ,0000249598,
FUNDACJA "SANCTA FAMILIA" WE WROCŁAWIU,0000249623,
"FUNDACJA MIŁOŚCI" PRZY CENTRUM IM.JANA PAWŁA II W CHODZIEŻY,0000249628,
STOWARZYSZENIE WSPIERANIA DZIAŁALNOŚCI ZESPOŁU PIEŚNI I TAŃCA "ROZTOCZE",0000249635,
GDAŃSKIE STOWARZYSZENIE NA RZECZ ROZWOJU HEMATOLOGII I TRANSPLANTACJI SZPIKU,0000249666,
TOWARZYSTWO WSPIERANIA RODZIN,0000249713,
FUNDACJA "NASZE DZIECI" PRZY KLINICE ONKOLOGII W INSTYTUCIE "POMNIK-CENTRUM ZDROWIA DZIECKA",0000249753,
FUNDACJA HARMONIA IM. GRAŻYNY BACEWICZ Z SIEDZIBĄ W WARSZAWIE,0000249756,
STOWARZYSZENIE RODZIN I PRZYJACIÓŁ OSÓB Z ZESPOŁEM DOWNA "STRZAŁ W 10",0000249762,
STOWARZYSZENIE NA RZECZ ROZWOJU OPIEKI ZDROWOTNEJ IM. ANDRZEJA GÓRNISIEWICZA,0000249893,
ZWIĄZEK STRZELECKI "STRZELEC" JÓZEFA PIŁSUDSKIEGO JEDNOSTKA STRZELECKA 1001 IM. GEN.DYW. JANUSZA GŁUCHOWSKIEGO,0000249956,
GŁOGOWSKA FUNDACJA AKADEMICKA,0000250000,
STOWARZYSZENIE INICJATYW SPOŁECZNYCH W OSIEKU,0000250018,
STOWARZYSZENIE PRZYJACIÓŁ OSÓB SPRAWNYCH INACZEJ PRZY DOMU POMOCY SPOŁECZNEJ,0000250295,
STOWARZYSZENIE PROMOCJI SPORTU,0000250304,
STOWARZYSZENIE OŚWIATOWE "NASZA DWÓJKA",0000250320,
STOWARZYSZENIE "TUTOR",0000250323,
ALBA JULIA - STOWARZYSZENIE PACJENTÓW Z CHOROBĄ RECKLINGHAUSENA I INNYMI SCHORZENIAMI Z GRUPY FAKOMATOZ,0000250362,
TOWARZYSTWO PRZYJACIÓŁ UNIEJOWA,0000250380,
STOWARZYSZENIE LUDZI AKTYWNYCH "HORYZONTY",0000250396,
WOJSKOWE STOWARZYSZENIE TENISOWE GARNIZONU WARSZAWA "RETURN",0000250398,
FUNDACJA PARTNERSTWO DORZECZE SŁUPI,0000250440,
"ORATORIUM" IM. ŚW. JANA BOSKO W EŁKU,0000250502,
FUNDACJA OKRĘGOWEJ IZBY LEKARSKIEJ W WARSZAWIE "PRO SENIORE" IM. LEKARZY POLSKICH POLEGŁYCH I POMORDOWANYCH W CZASIE II WOJNY ŚWIATOWEJ,0000250527,
STOWARZYSZENIE "JEDNO ŻYCIE",0000250594,
FUNDUSZ STYPENDIALNY XIV LICEUM OGÓLNOKSZTAŁCĄCEGO IM. ST. STASZICA,0000250644,
FUNDACJA SŁONECZNA JESIEŃ,0000250649,
ROYAL RANGERS POLSKA,0000250796,
KIELECKI KLUB LEKKOATLETYCZNY,0000250831,
"POMÓŻMY DZIECIOM NIEPEŁNOSPRAWNYM W WIERZBICACH I OSOBOM STARSZYM",0000250848,
STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY MUZYCZNEJ W ŻYWCU,0000250913,
FUNDACJA OBCHODÓW 750-LECIA KAMIONNY,0000250945,
POLSKI INSTYTUT OTWARTEGO DIALOGU,0000251022,
STOWARZYSZENIE LOKALNA GRUPA DZIAŁANIA "DOLINA STOBRAWY",0000251034,
STOWARZYSZENIE ŁĄCZY NAS KANAŁ ELBLĄSKI LOKALNA GRUPA DZIAŁANIA,0000251035,
KLUB SPORTOWY ZŁOTÓW,0000251198,
STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY PODSTAWOWEJ IM. PPOR. KLEMENSA WICKIEGO W PĘPOWIE,0000251223,
"ZJEDNOCZENIE PABIANICKIE",0000251324,
STOWARZYSZENIE POLSKA PLATFORMA BEZPIECZEŃSTWA WEWNĘTRZNEGO,0000251345,
FUNDACJA EDUKACYJNA "PIES I STAŚ",0000251366,
"CZTERNASTKA",0000251470,
STOWARZYSZENIE POKÓJ ORGANIZACJA POŻYTKU PUBLICZNEGO,0000251565,
STOWARZYSZENIE OSÓB WSPIERAJĄCYCH SPOŁECZNY SAMODZIELNY OŚRODEK   REHABILITACYJNO-OŚWIATOWY DLA DZIECI NIEPEŁNOSPRAWNYCH - CENTRUM   ROZWOJU DZIECKA,0000251568,
ŁOMŻYŃSKIE TOWARZYSTWO MUZYCZNE,0000251577,
CZŁUCHOWSKIE WODNE OCHOTNICZE POGOTOWIE RATUNKOWE,0000251578,
"FUNDACJA POMOCY LUDZIOM PRZEWLEKLE CHORYM IM. HENRYKI GERBER",0000251624,
FUNDACJA "CHCĘ ŻYĆ",0000251632,
LUBELSKIE STOWARZYSZENIE NA RZECZ OPIEKI DŁUGOTERMINOWEJ I POMOCY SPOŁECZNEJ "OPIEKUN",0000251657,
STOWARZYSZENIE POMOCY OFIAROM PRZESTĘPSTW IMIENIA IRENY RAJKOWSKIEJ,0000251698,
CARITAS BLIŹNI W POTRZEBIE,0000251723,
STOWARZYSZENIE EDUKACYJNO-TEATRALNE TEATR "NASZ",0000251744,
STOWARZYSZENIE OŚWIATOWO-EDUKACYJNE ZESPOŁU SZKÓŁ NR 4 W JAŚLE,0000251764,
POLSKA FUNDACJA POMOCY DZIECIOM "MACIUŚ",0000251770,
FUNDACJA "SALUS HOMINI",0000251817,
UCZNIOWSKI KLUB SPORTOWY "CONRAD",0000251868,
SAMODZIELNE KOŁO TERENOWE NR 99 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO W TYMBARKU,0000251884,
FUNDACJA "PRO BONO FUTURO",0000251912,
POLSKIE STOWARZYSZENIE SZYBOWCOWE,0000251919,
OCHOTNICZA STRAŻ POŻARNA MIĘDZYBRODZIE BIALSKIE,0000251949,
KLUB SPORTOWY AGILITY EXTREME DOG,0000252024,
FUNDACJA "HASCO-LEK",0000252028,
OCHOTNICZA STRAŻ POŻARNA W STRZAŁKOWIE,0000252069,
FUNDACJA POLSKIE GNIAZDO,0000252071,
LUDOWY ZESPÓŁ SPORTOWY W SAMBORCU,0000252073,
PARTNERSTWO BORÓW NIEMODLIŃSKICH,0000252107,
STOWARZYSZENIE KULTURALNO-ARTYSTYCZNE "RITA BAUM",0000252165,
STOWARZYSZENIE ROZWOJU EDUKACJI W BRZEŹNIE,0000252188,
STOWARZYSZENIE IRBIS,0000252284,
CARITAS DIECEZJI PELPLIŃSKIEJ,0000252333,
FUNDACJA CARITAS DIECEZJI ŁOWICKIEJ,0000252350,
RADOMSZCZAŃSKI KLUB AMAZONEK,0000252362,
LUDOWY KLUB SPORTOWY "OGRODNIK" W TYCHACH,0000252544,
"POLSKA SIATKÓWKA",0000252569,
STOWARZYSZENIE INICJATYWA WOBEC ZAGROŻEŃ "NEPSIS",0000252610,
FUNDACJA KRYSTYNY CIOŁKOSZ "ZA SZYBĄ",0000252666,
STOWARZYSZENIE PAMIĘĆ I TOŻSAMOŚĆ OKNO,0000252675,
"TOWARZYSTWO PRZYJACIÓŁ ZIEMI ŚWINICKIEJ",0000252681,
KLUB OYAMA KARATE LUBLIN,0000252701,
FUNDACJA "BARDZIEJ BYĆ",0000252810,
STOWARZYSZENIE IMIENIA KSIĘDZA PROFESORA EDWARDA NAWROTA,0000252821,
POLSKIE STOWARZYSZENIE DIABETYKÓW KOŁO GMINNE W OSTRÓDZIE Z SIEDZIBĄ W SAMBOROWIE,0000252900,
ZWIĄZEK STOWARZYSZEŃ "KRAINA DRWĘCY I PASŁĘKI",0000252922,
PLACÓWKA DOSKONALENIA NAUCZYCIELI-PRO FORMATIONE,0000252939,
STOWARZYSZENIE NA RZECZ ROZWOJU ZAKŁADU OPIEKUŃCZO-LECZNICZEGO "POMOCNA DŁOŃ",0000252980,
STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH "SPRAWNIEJSI",0000252994,
JASIELSKIE STOWARZYSZENIE PRZEDSIĘBIORCÓW,0000253050,
UCZNIOWSKI KLUB SPORTOWY DZIAŁAJĄCY PRZY SZKOLE PODSTAWOWEJ NR 2 W LEŻAJSKU,0000253065,
TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ POWIATOWY CHOJNICE,0000253075,
